Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
10/2/2019 11:08:45,"mientras caminaba por los corredores de mi estupenda escuela cada  vez me cruzo con algo nuevo pero lo mejor es algo bueno para todos. es bueno encontrar todos los días nuevas persona que me sonríen diariamente quizás muchas veces tratándome de sacar una gran sonrisa, personas que cada vez me ayudan a crecer como persona. como olvidar cuando en cada cambio de clase estas grandes mujeres nos animan el día contándonos sus bellas experiencias, eso que se vive cada día en la sociedad pero que siempre lo vemos como algo bueno para nuestro futuro pues de esta manera nos damos cuenta de las realidades a las cuales viviremos al salir de este hermoso lugar nuestro colegio. 
se encontraba un grupo de grandes amigas compartiendo como lo hacían diariamente el los descansos; en esos corredores y canchas que estabas llenos de sonrisas y alegrías por compartir, estas estaban hablando de una problemática social que se ve en muchos colegios de la ciudad pero que este colegio sale de esa igualdad pues en otros colegios juzgan a las personas por ser diferentes a ellos sin importar lo que pase pero este colegio tiene esto de especial por que no juzgamos sino que ayudamos a las personas a crecer como personas integras y que beneficien la sociedad a la que vamos a ser sometida. 
hay mas momentos buenos que malos. ",eso que tanto me gusta ,Felicidad,Todo el tiempo,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,2,2,2,10,15,Mujer,"Mamá, Hermanos, Otros familiares",Escuela Normal Superior Antioquena
10/2/2019 11:09:36,como los maestro que pueden llevar a la institución llegan a cambiar tradiciones que se tenían en un lugar  esto en algo que no debería suceder por que son habitos que se adquieren a lo largo del tiempo.Por otro lado los maestros deberían notar el empeño que los estudiantes hacen por entregar un trabajo y no se deben de regir por una nota que lo puede perjudicar a uno para un futuro,#como nos cambian!!!!,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,2,1,3,10,16,Mujer,"Papá, Mamá, Hermanos",Escuela Normal Superior Antioquena
10/2/2019 11:09:51,"es triste ver como personas que llegan nuevas a nuestra normal, llegan a cambiarlo todo sin tener en cuenta los 10, 11, 12 años que llevemos en la institución. Los bailes de nuestra normal , el paseo institucional que realizamos todos los años son ya como una tradición y no en justo que de un momento a otro todo empiece a camiar para mal sabiendo que antes deberíamos de mejorar. Por otra parte este colegio siempre a apoyado el arte y la música pero desde este año se ah visto muy abandonado por la falta de apoyo...
A veces venir al colegio se esta volviendo muy aburrido, esto es causando por la monotonía, las clases ya no tienen emoción, siempre es lo mismo,  hacen falta mejor planeacion de las clases, aprender formas diferentes ....... ojala  este y los demás comentarios sirva de algo y no solo queden plasmado en el computador y dejen pasar esta situación de largo.",cambios,Rabia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus docentes,3,2,2,10,16,Mujer,"Papá, Mamá, Hermanos, Otros familiares",Escuela Normal Superior Antioquena
10/2/2019 11:10:18,"Mi escuela a lo largo de los años, ha hecho unas actividades muy significativas donde cada grupo se destaca, aprendemos de manera diferente y lo mejor de todo, nos unimos. Llegan maestros y directivas nuevas y cómo es posible y justo que cambien todo lo que antes había, que nos arrebaten de nuestras manos todo aquello que una vez fue nuestro sueño. No es justo que lleguen personas a mi lugar, a mi espacio y cambien todo in previo aviso, sin razón alguna. Las tradiciones de un lugar, las formas nuevas de aprendizaje, son cualidades que la institución y el personal deben respetar.",#Loqueeramicolegio,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,todas las tradiciones y trabajos que hemos hecho mediante los años y se ven destruidos por alguien más.,Tus docentes,1,3,3,10,15,Mujer,"Mamá, Abuela, Abuelo, Otros familiares",Escuela Normal Superior Antioquena
10/2/2019 11:10:58,"Me motiva para venir a la escuela algunos de mis maestros y su compañía.

Me desmotivo mucho para venir al colegio saber que es un lugar donde no quiero estar y nunca lo he querido, pero me desmotiva principalmente como la nueva administración ha dejado caer la Normal Antioqueña, y donde muchas veces las situaciones pueden estar manejadas por un beneficio propio y monetario, también me desmotiva mucho ver como ya no se puede tener calor humano con las personas que pertenecen a la institución, y estas son principalmente las personas que son de los servicios generales, pues se ha perdido mucho esto con un ""No nos pueden abrazar.."" o situaciones las cuales son importantes para las personas las cuales son muy propias de la  identidad normalista, y lastimosamente todo este calor y sentimiento se va desvaneciendo poco a poco acabando lo que la antigua administración a construido con tantos años de esfuerzo",#Contemosloquepasa,Rabia,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,Tu familia y/o cuidadores,2,3,3,10,15,Mujer,"Papá, Mamá, Hermanos",Escuela Normal Superior Antioquena
10/2/2019 11:12:29,"mi escuela es mi segundo hogar ,es donde aprendo,disfruto,juego,y paso un mayor tiempo;o así era lo que mi mente imaginaba.
cuando llegue al colegio fue unos de mis mejores días ya que conocí nuevas amistades,diferentes métodos y estrategias de aprender;eso pensé hasta el grado 10,todo se fue volviendo una rutina,una teoría,maestros sin ganas de enseñar como también alumnas,muchas veces no tenia ganas de venir al colegio,me hacia la enferma,o me tocaba hacer las tareas por obligación,¡ si!una obligación ya que ya lo que define hoy en día a una persona es una nota o evaluación,mas no una personalidad;lo único que me impulsaba a seguir era mi futuro y el orgullo de mi madre al ser la primera de salir normalista de mi hogar,ya que soy de un internado y no tengo las posibilidades económicas para pagar el colegio,siendo becada desde sexto y ya faltando un año para salir,aunque hoy tengo en riesgo mi beca ya que acádemicamente no me esta yendo nada bien,pero se que puedo y voy a salir adelante cueste lo que cueste para luego decir¡victoria!.",una parte de mi historia,Tristeza,De vez en cuando,Te confundiste y no sabías que contar,método de enseñanza en las escuelas de hoy en día.,A ti,1,1,2,10,15,Mujer,"Mamá, Hermanos, Otros familiares",Escuela Normal Superior Antioquena
10/2/2019 11:13:28,"Esta es una historia,una historia de felicidad trata de una chica de edad adulta (entre los 15-17 años),esta chica es estudiante de una institución,institución que por cierto cambio su vida extraordinariamente desde el primer día al llegar a esta vio un giro de 360 grados a su vida,esta niña empezó a conocer gente nueva,a conocer a sus maestros,sus compañeras y día a día encontraba mucha mas coneccion con esas paredes,pasillos y aulas que la rodeaban día a día ,empezó a aprender y a rodearse de conocimiento,de nuevas experiencias,nuevos retos y propósitos que se ha estado trazando desde ese primer día.Legaron las tareas,los compromisos y esto de alguna u otra manera estaba haciendo de esta una chica mas madura,mas responsable ,mas autónoma ,pero a pesar de todo esto a veces también fallaba ,también perdía lo que esta no sabia es que esto le permitía fortalecerse mas a si misma.
Ahora mismo se encuentra en la media ,su mayor reto,su mayor compromiso,su mayor ""sacrificio"",si sacrificio ,en el cual a tenido que adquirir mas responsabilidad,asumir esa valentía para seguir ,para no rendirse a pesar de las dificultades,de la exigencia y la presión,los parciales,obtener buenos resultados ,aprender y principalmente pasar a su próximo año aspirado 11 ,aquel en el que se quiere ver triunfando ,ella lo que pide,lo que desea es que lo pueda lograr con ayuda de si misma,los maestros y sus padres ESTO LA TIENE EN UNA GRAN PREOCUPACIÓN pues esta a nada de terminar este año lectivo para saber si fue admitida con su grupo de compañeras...ella lo que realmente desea es ver a TODA su promoción 2020 graduada y en medio del éxito junto con su amada institución.
",#aspiraciones al éxito,Angustia,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Evaluación,Tus docentes,1,3,3,10,15,Mujer,"Papá, Mamá",Escuela Normal Superior Antioquena
10/2/2019 11:13:47,"una niña estaba entrando a su escuela para matricularse  en esta, el ambiente le pareció genial los maestros y estudiante la recibieron con gran afecto lo cual la colmo vio ,hay se dio cuenta que esta era la escuela en a cual ella quería estudiar ,cuando entro a la primera hora de clase el primer día se le pasaron por la cabeza todo tipo de cosas, una de ellas era que decir a la hora de presentarse. se acuerda que estaba en la clase de español con una maestra la cual es muy comprensiva ella estaba espesando a sacar las niñas para exponer un trabajo de literatura  no se dio cuenta que había llegado al colegio una alumna nueva, las compañeras se lo hicieron saber; ella le pregunto a la alumna como se llamaba , que edad tenia ,que le gustaba hacer ,y cual era su materia favorita ,la niña sonrió  en ese instante la maestra le dijo ""por lo que veo no es español ""la alumna respondió ""me gusta, pero mi materia favorita de por si es matemáticas"" todas sus compañeras le dieron la bienvenida y así empezó a caminar y sola mientras pensaba en la gran decisión que había tomado al decidir por  la gran oportunidad de  entrar a estudiar en la NORMAL .


",La entrada a mi colegio ,Felicidad,De vez en cuando,Te confundiste y no sabías que contar,Convivencia,A ti,3,2,3,10,17,Mujer,"Mamá, Hermanos",Escuela Normal Superior Antioquena
10/2/2019 11:14:21,"Podría decirse que una de las mejores etapas de la vida es el colegio y de alguna manera esto es cierto, sin embargo no vemos más allá de lo que ocurre en los diferentes grados de las instituciones, hay estudiantes que los motiva los nuevos conocimientos, otros por la simple compañía de sus amigos y los demás son algo angustiados por el simple hecho que para una misma semana tienen torres y torres de tarea por realizar, pero este detalle es por el mal uso del tiempo; aunque no siempre es así y los estudiantes entran en conflicto consigo mismos, la carga estudiantil crea un desequilibrio emocional y algunos maestros no es que ayuden mucho para solucionar esta problemática , solo tratan de seguir angustiando al estudiante con sus comentarios ""complicados""; a pesar de esto todos podemos salir adelante con un buena disciplina, pensando en todo lo que nos ayuda, el entorno en el que nos rodeamos en la institución como: los maestros que enserio nos enseñan con pasión y vocación, pensando que el estudiante si tenga el medio para aprender, los buenos compañeros y los nuevos aprendizajes que se pueden obtener. Esto deja mucho que pensar ,de quien es el error ¿de los estudiantes o las personas que desean diseñar a un simple robot que no piensa sino en el mismo, perdiendo una tradición de pensar en el ser?",LO QUE TENEMOS QUE PASAR,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Evaluación,Tus docentes,2,1,2,10,16,Mujer,"Papá, Mamá, Hermanos",Escuela Normal Superior Antioquena
10/2/2019 11:15:12,"Un joven aunque se despertaba cansado y con ganas de seguir durmiendo un rato mas, diariamente lo hacia con una hermosa sonrisa que reflejaría durante todo su día en el colegio, iba motivado, sobre todo los días que tenia clase de matemáticas, pero su felicidad era mayor al recordar que allí encontraría a sus amigos con los cuales podía desahogarse, y con maestros siempre dispuestos ante cualquier eventualidad. Los días iban pasando y junto a sus amigos, compañeros, maestros y directivos, su amor y cariño por el colegio iba aumentando y así seria como para este joven pasaría su tiempo feliz allí, a pesar de algunas inconformidades ante algunas decisiones que tomaban los superiores a él.",LUGAR ACOGEDOR,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,2,1,3,10,16,Mujer,"Papá, Mamá, Abuela, Hermanos",Escuela Normal Superior Antioquena
10/2/2019 11:15:38,"Es importante obtener una buena educación, es uno de los aspectos mas importantes en nuestra vida y por ello nuestra escuela debe inspirar armonía, alegría, diversión ¡ Ganas de estudiar!! y aun así con lo nombrado anteriormente
falta avanzar y analizar el sentir del personal estudiantil.
Este es un fragmento de como me siento en mi escuela. Una joven que se levanta todos los días en la madrugada, se arregla para ir al colegio (en el que lleva 11 años) y la ruta la recoge aun  de noche, llega al colegio, estudia, hace sus trabajos, participa, descansa en algunos momentos de la jornada y vuelve a su casa a seguir estudiando. ¿Que hay de malo en lo contado anteriormente?
Uno creería que nada pero es excesivamente importante no dejar pasar que el estudiante tiene vida, siente, tiene familia y conflictos exteriores e interiores, el el estudiante no deja de ser una persona cuando llega al colegio, hey maestros, directivas !!! los jóvenes sentimos y tenemos mas conflictos  de los que pueden imaginar y de los que no se enteran por que el simple hecho de que son personales pero teniendo en cuenta todo lo dicho, creo que falta sensibilizarse con la academia y con muchos otros aspectos. A veces se siente como si la academia fuera lo único que importara, no se trata solo de eso, se supone que  somos una familia. Los invito a pensar en el sentir estudiantil, aprender a escuchar al estudiante y respetar su opinión, no todos aprenden igual y del mismo método ¡ CAMBIEN! NO NOS REPRIMAN. Así esa estudiante que lleva su vida en el colegio puede decir que la termino satisfactoriamente.

Que esto te sirva a ti que lo estas leyendo y deja que lo lean aquellos en los que está inspirado.
",LOS ESTUDIANTES SIENTEN,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Reflexión escolar,Tus docentes,2,1,3,10,16,Mujer,"Mamá, Hermanos",Escuela Normal Superior Antioquena
